Year,Month, Brunei Darussalam , Indonesia , Malaysia , Philippines , Thailand , Viet Nam , Myanmar , Japan , Hong Kong , China , Taiwan ," Korea, Republic Of ", India , Pakistan , Sri Lanka , Saudi Arabia , Kuwait , UAE , United Kingdom , Germany , France , Italy , Netherlands , Greece , Belgium & Luxembourg , Switzerland , Austria , Scandinavia , CIS & Eastern Europe , USA , Canada , Australia , New Zealand , Africa 
1989,Jul, na , na , na , na , na , na , na ,76429,15570,1714,24678,7188,15326,3410,3172,3476,330,2417,21145,11248,6795,4816,8583,1965,2057,5475,2113,6038,2648,21928,4870,45147,10677,4028
1989,Aug, na , na , na , na , na , na , na ,91837,19544,2413,24130,8408,14473,3197,3824,2432,368,2292,24659,10945,8904,10239,7429,2513,1635,4249,1784,4434,2796,18578,3976,37501,8840,5575
1989,Sep, na , na , na , na , na , na , na ,83078,11157,2101,19650,5346,14611,2537,4394,1946,253,1098,19584,10571,5155,3610,6934,1639,1396,3954,1489,5015,2689,19696,3470,46065,8856,4487
1989,Oct, na , na , na , na , na , na , na ,68555,11070,1703,19470,7799,16299,3254,5041,1330,277,856,25053,12599,6228,3801,6391,1492,1513,5585,1967,6999,3216,25564,4798,43262,7213,4695
1989,Nov, na , na , na , na , na , na , na ,71256,11330,2338,19109,8078,15471,2843,4861,1128,318,805,26653,13435,5321,3899,6169,1412,1631,5254,2656,8052,3662,22546,6147,35795,6302,4831
1989,Dec, na , na , na , na , na , na , na ,73975,13531,2472,25087,8732,16306,2935,6027,1612,311,920,26257,11323,4355,3816,4889,2237,1093,6019,2052,8030,3397,19051,5131,37874,6393,5895
1990,Jan, na , na , na , na , na , na , na ,78618,14979,1995,16600,14636,15533,2843,4308,2482,448,1064,25550,11858,5101,5516,4921,1848,1008,6279,2412,8189,3561,19503,5846,45110,6578,4921
1990,Feb, na , na , na , na , na , na , na ,86924,14144,1535,24117,10282,14458,3032,3916,1279,322,781,28514,12146,5784,5020,5245,1382,1348,5511,2548,8152,3724,21831,6070,30222,4052,3644
1990,Mar, na , na , na , na , na , na , na ,93829,12261,2094,20581,8017,16831,3080,4132,1487,302,989,28935,14568,7413,4718,5699,1572,1922,5764,2510,8939,4440,22981,6748,33151,5396,4089
1990,Apr, na , na , na , na , na , na , na ,67686,15829,1843,19240,6465,17060,2193,4035,1186,133,854,27495,13186,5429,3011,5206,1792,1251,5326,1802,6667,3792,21037,4409,38808,5562,4188
1990,May, na , na , na , na , na , na , na ,65761,12970,2208,16990,7006,23681,2572,3320,1230,206,790,21998,8998,5973,3242,5841,1338,1229,3991,1582,4808,4147,20982,4609,33341,6843,4332
1990,Jun, na , na , na , na , na , na , na ,80669,13908,2313,14550,6242,20279,2826,3158,1726,436,1081,16997,7923,4332,2754,4664,1244,879,3283,1015,4392,3192,21065,3622,38633,6527,3611
1990,Jul, na , na , na , na , na , na , na ,84795,21375,2589,22660,8465,17631,3251,3165,2628,538,2318,22890,11417,7257,4615,9201,1537,2174,4958,1915,6769,3649,23451,5127,46689,6648,3962
1990,Aug, na , na , na , na , na , na , na ,99884,27105,2897,22953,11246,17567,2817,3798,1922,121,2132,26254,10762,9375,11085,7274,2074,1909,4278,1963,4828,3349,20712,4202,37408,8083,5360
1990,Sep, na , na , na , na , na , na , na ,81936,13749,2451,14673,7021,17940,2630,4089,859,20,793,20688,11196,6019,5065,7396,1350,1652,4438,1747,5837,4140,21287,3980,43988,7363,4861
1990,Oct, na , na , na , na , na , na , na ,76060,15130,2231,15571,8651,17748,2939,3976,573,18,699,24921,13064,5584,3878,7288,1100,1605,5560,1885,6964,4505,24218,4918,39152,5289,5034
1990,Nov, na , na , na , na , na , na , na ,78973,14459,2904,16081,10098,17798,2374,4356,623,33,636,26215,14644,5620,3690,5774,1177,1825,5360,2219,8203,5228,22787,5809,31723,4831,5597
1990,Dec, na , na , na , na , na , na , na ,76460,18229,3168,20762,10297,20001,2665,5589,910,25,905,26134,11324,5173,3692,5336,1853,1144,5650,1637,8803,5474,21590,5801,38335,5541,6598
1991,Jan, na , na , na , na , na , na , na ,77271,11028,3035,15576,18799,16340,2499,4246,686,13,822,23347,12688,4924,4336,5064,1233,1042,5902,1940,8758,4761,19219,6041,39835,5056,5389
1991,Feb, na , na , na , na , na , na , na ,41290,23678,2051,27281,6068,14225,2758,3864,719,8,492,22913,11281,4418,1996,4196,727,876,4245,1632,6164,3983,15793,5108,24916,3166,3194
1991,Mar, na , na , na , na , na , na , na ,48146,19561,3331,19441,7419,17137,2742,4388,858,11,845,26390,13782,4837,2604,5269,842,1236,4831,1520,7312,4502,19236,5381,28049,4339,4192
1991,Apr, na , na , na , na , na , na , na ,52736,13221,2809,25818,9201,18220,2459,3953,922,31,893,22573,11826,5993,2763,5030,1307,1256,4357,1282,6068,4541,19136,3911,26216,4027,4442
1991,May, na , na , na , na , na , na , na ,61403,13143,2931,20897,9964,24135,3121,4165,1076,17,867,19807,10347,5632,2906,4932,863,1026,3579,1221,4447,4204,19847,3975,24720,6089,4450
1991,Jun, na , na , na , na , na , na , na ,73972,17548,2989,20094,9077,19405,2879,4387,1659,42,1337,17392,8535,4362,3570,5300,859,1001,3355,943,5212,3444,21713,3868,33307,5746,3832
1991,Jul, na , na , na , na , na , na , na ,79119,22258,4054,31213,13309,17116,4041,4568,1105,56,2314,22302,11473,6839,5135,8494,1298,1796,5002,1415,6799,3133,26079,4864,34342,5654,4616
1991,Aug, na , na , na , na , na , na , na ,99175,30664,3426,34572,18015,15482,3514,5330,3130,48,2409,24241,11876,9016,11272,7009,1809,1548,4139,1565,4764,3562,20989,4518,27356,6447,4926
1991,Sep, na , na , na , na , na , na , na ,92045,15125,3596,21655,8229,17266,3179,5232,2514,65,1238,21269,11997,6273,5015,7236,1087,1436,4295,1262,5571,3367,21084,3874,32618,6976,4437
1991,Oct, na , na , na , na , na , na , na ,79891,14101,3946,25456,9592,18555,3600,4984,1179,76,848,23279,13529,6407,4419,8741,1326,1766,5658,1772,6384,3510,23896,4860,33428,4739,5181
1991,Nov, na , na , na , na , na , na , na ,79268,13948,4808,20998,10740,15642,3460,4949,1128,77,792,26097,13417,5965,3987,5546,1169,1653,6116,1799,8688,3448,24168,5735,29621,4891,4770
1991,Dec, na , na , na , na , na , na , na ,86966,18771,5357,24078,12122,16124,3511,5897,1404,84,937,25077,11551,4932,3828,5391,1582,1174,6208,1611,9142,4029,22588,6406,33548,4856,6297
1992,Jan, na , na , na , na , na , na , na ,87617,13386,4784,21329,22160,15123,3449,4663,1785,200,966,24302,12215,5670,5325,5399,1397,1275,6313,1990,9619,3248,24800,6833,34477,4715,5568
1992,Feb, na , na , na , na , na , na , na ,90575,28979,3531,39664,15344,14257,3658,4551,1532,144,812,27531,12955,6088,4149,4848,1087,1401,5468,1913,8681,2835,25525,6218,27083,3631,4272
1992,Mar, na , na , na , na , na , na , na ,101245,14158,4767,28755,11523,15819,3077,4823,1150,60,849,28239,14144,5992,3491,5992,1173,1112,5391,1744,8193,3382,23432,5997,26839,3465,3810
1992,Apr, na , na , na , na , na , na , na ,66640,18395,4238,30723,10851,16553,2690,5877,1554,91,1124,28449,14265,6375,2742,5850,924,1311,5456,1661,6587,3815,21332,5202,29911,4547,5596
1992,May, na , na , na , na , na , na , na ,68429,15187,5341,27162,9463,21715,3138,5491,929,104,820,22397,10965,6043,3585,5901,918,1366,4355,1329,4592,3284,23463,4375,28737,5407,4644
1992,Jun, na , na , na , na , na , na , na ,82898,17449,5733,30727,9171,19562,2966,5874,1382,85,1252,19703,10005,4349,3413,5032,873,1057,3302,997,4899,2681,24503,4087,29809,4942,4380
1992,Jul, na , na , na , na , na , na , na ,84131,24626,6660,50620,12656,17081,4419,4564,2315,155,2427,23908,12782,6827,5285,8557,1340,2340,5117,1507,6759,2785,26005,4997,40044,5875,5363
1992,Aug, na , na , na , na , na , na , na ,98442,30225,8135,43275,15981,15059,3317,4807,3759,248,2504,27301,12855,9110,10999,8070,1896,1666,4387,1507,4626,2901,22680,4948,31203,6483,6248
1992,Sep, na , na , na , na , na , na , na ,93411,15786,8787,29361,10175,15289,3163,4324,2217,193,1024,23132,13423,5392,5141,7607,1310,1533,4199,1193,4356,2777,21327,3758,38287,6535,6178
1992,Oct, na , na , na , na , na , na , na ,68361,15083,9804,27430,10616,16692,3669,4399,1324,142,859,25306,15607,6142,4145,8598,1125,1901,5658,2157,6362,3563,25291,5147,35923,5976,6906
1992,Nov, na , na , na , na , na , na , na ,72924,17567,15125,27083,13290,14340,3112,3704,1246,163,825,28347,17126,6564,4728,6662,1395,1880,5703,1953,7878,3081,25398,6201,29350,5023,7524
1992,Dec, na , na , na , na , na , na , na ,86101,21747,16024,29930,14306,13978,3561,5016,1490,198,1061,24694,13991,5273,3565,5729,1525,1455,5290,1646,7884,3529,23816,6146,33414,5368,9197
1993,Jan, na , na , na , na , na , na , na ,76072,26893,10786,34754,24326,12377,3254,3190,1949,289,987,25308,14877,5437,4984,5402,1144,1435,5910,1779,8674,3174,25047,6602,35024,4987,7817
1993,Feb, na , na , na , na , na , na , na ,86940,16175,14202,39598,19939,12393,2820,3477,1125,309,670,26188,16342,5501,4564,5228,875,1328,5251,1899,8290,3636,25585,5772,24694,3469,5615
1993,Mar, na , na , na , na , na , na , na ,88952,24363,19994,30124,14588,13157,2381,3512,1347,118,1203,32410,17839,6049,4277,5553,1059,1509,5286,1688,8274,4033,27794,6046,25352,3948,6243
1993,Apr, na , na , na , na , na , na , na ,59401,23327,25114,34372,11548,16458,2958,4448,1217,158,1071,29914,15872,6078,3926,6033,1449,1434,4795,1882,6748,3678,22888,4666,28268,4673,8079
1993,May, na , na , na , na , na , na , na ,66694,14798,30038,29596,12690,19301,2847,3718,1256,170,910,22767,14087,5864,4040,5815,1096,1309,4587,1501,4464,3674,26268,4624,30444,5772,6925
1993,Jun, na , na , na , na , na , na , na ,81924,18194,25922,31268,10661,16364,3286,3479,1143,220,1198,19929,11099,4849,4068,5061,1065,1188,3352,1066,4711,2512,23967,4137,31853,5253,8442
1993,Jul, na , na , na , na , na , na , na ,86816,26968,22538,52990,17573,15805,4041,3958,2584,315,2977,22916,14408,7267,6213,9448,1479,2418,5533,1485,6979,2702,26566,5060,34564,5944,8290
1993,Aug, na , na , na , na , na , na , na ,108485,32159,19947,50103,21098,13926,3200,4781,4338,393,2720,27908,14210,9678,12293,8336,2141,2016,4532,1628,5312,3191,23945,4840,27251,6674,8350
1993,Sep, na , na , na , na , na , na , na ,95410,15291,18002,28854,11323,15212,2590,3889,2259,204,1178,24139,14047,5730,5754,7272,1404,1652,4517,1226,4902,3319,22460,4130,34936,6693,8967
1993,Oct, na , na , na , na , na , na , na ,75969,16712,14316,31468,14992,15807,3084,3892,1259,167,968,27773,19718,6217,5300,8081,1014,1979,6395,2105,6671,3466,27099,5439,33262,5301,9500
1993,Nov, na , na , na , na , na , na , na ,81683,16274,12734,29831,17896,14016,2994,3597,1271,198,864,27925,20560,8777,4795,6350,1036,1812,6439,2626,7716,3963,27486,6264,28181,4616,8150
1993,Dec, na , na , na , na , na , na , na ,92617,21686,12130,34055,21664,14851,2912,5232,1403,290,1200,23524,15111,5729,4231,5999,1317,1474,5904,1729,7443,4802,28282,6331,31296,5628,11250
1994,Jan, na , na , na , na , na , na , na ,85710,13416,11211,28932,38715,14270,3078,3602,2174,575,1143,24808,17747,6231,5369,6637,1206,1752,6254,2128,8555,4732,29765,6998,32693,5500,10237
1994,Feb, na , na , na , na , na , na , na ,87097,31899,6527,51698,22815,13354,2216,3357,955,288,814,25933,16727,6450,3758,5380,884,1377,4995,1961,7708,4693,29311,6433,22977,3748,5640
1994,Mar, na , na , na , na , na , na , na ,117167,19868,10806,35768,25732,13013,2649,3648,1717,336,1294,28911,22763,6345,3793,6224,1096,2155,5521,2374,9233,5065,33940,7001,27478,4849,8913
1994,Apr, na , na , na , na , na , na , na ,73250,22520,11653,45257,20376,15167,2867,4719,1117,263,1117,26652,18112,7730,3081,5353,1158,1692,5301,1568,6806,4887,26579,5143,27895,5453,9369
1994,May, na , na , na , na , na , na , na ,82701,16741,13115,31167,20564,17801,2769,3842,1783,202,1037,20993,13429,6057,3297,5058,1044,1404,4111,1564,4322,3587,27787,4312,25648,6975,6117
1994,Jun, na , na , na , na , na , na , na ,81871,22411,11915,35557,16201,16498,3139,3419,908,286,1362,18610,10157,4457,3339,4501,968,1187,3014,1004,5377,3774,26603,4107,28987,5729,6622
1994,Jul, na , na , na , na , na , na , na ,90550,28985,14332,63355,24121,14677,4562,3923,2621,408,2915,24964,14992,7194,4941,8635,1487,2587,5129,1779,8210,3490,29755,5128,35183,6441,9268
1994,Aug, na , na , na , na , na , na , na ,117169,37265,14910,65536,32319,14024,3510,3871,4294,505,2829,28642,14334,8814,9489,7375,2509,2029,4162,1602,5139,3915,29534,4873,27014,7112,8370
1994,Sep, na , na , na , na , na , na , na ,104928,17766,13971,40817,18023,14002,3005,3844,2095,332,1401,24635,15116,5783,4606,7729,1279,1670,4153,1451,5177,3303,24680,3744,33102,7019,8227
1994,Oct, na , na , na , na , na , na , na ,81115,17546,17561,40352,17392,13413,3431,4108,1116,232,1039,28246,19330,6869,4468,7567,1146,2022,6095,1616,7341,4086,29385,5159,30986,6094,9669
1994,Nov, na , na , na , na , na , na , na ,93271,17980,20308,32974,22825,12673,3643,3829,1105,276,1063,25957,20155,6222,3978,5849,1189,2219,6427,2509,7934,4905,28156,6558,25270,4955,7879
1994,Dec, na , na , na , na , na , na , na ,94400,24375,18577,39366,30443,14905,3960,5369,1257,290,1284,23633,13118,5046,3411,5604,1345,1534,4956,1821,7069,4881,28183,6042,30129,5176,10381
1995,Jan, na , na , na , na , na , na , na ,92230,19903,13705,37639,49998,13072,3449,3658,1553,339,1126,23360,15986,5869,3773,5460,1051,1406,5213,1980,7697,5087,28996,6000,32518,5451,9252
1995,Feb, na , na , na , na , na , na , na ,85093,29260,13318,64140,37299,12606,2503,3416,736,143,861,23222,15470,6200,3277,4866,974,1306,4774,1889,7662,4530,27038,5525,22190,3654,5290
1995,Mar, na , na , na , na , na , na , na ,111035,18362,17417,37507,32902,13430,3609,3767,1238,278,1417,26669,18645,6172,3536,5443,1078,1347,4467,1884,7833,4733,31758,6210,25574,4395,7011
1995,Apr, na , na , na , na , na , na , na ,71601,26795,16343,48125,20974,15414,3760,5106,939,192,1061,25412,18473,6351,2697,5045,1132,1454,4500,1709,6851,4321,25322,4604,26000,5208,8242
1995,May, na , na , na , na , na , na , na ,83667,17561,18504,34425,19977,20001,3329,3681,1223,259,1073,19662,13115,6148,3213,5290,803,1347,3641,1448,4419,3306,27649,4596,26309,6192,6059
1995,Jun, na , na , na , na , na , na , na ,93032,20316,15444,44205,16830,17585,4313,3493,881,330,1281,17860,11500,4732,2919,4983,922,1167,2812,1084,5465,2754,29147,4167,27060,5552,5622
1995,Jul, na , na , na , na , na , na , na ,108994,29689,16714,73752,29491,16218,6371,3943,2631,425,2610,23153,14534,7183,4886,8024,1282,2307,4956,1609,7214,3371,29992,5385,33448,6447,7087
1995,Aug, na , na , na , na , na , na , na ,133274,37377,16538,69253,39068,15031,4881,4813,4520,514,2775,27889,14663,8539,8262,6889,1905,1925,3907,1662,5301,3709,26901,5161,27811,6666,6973
1995,Sep, na , na , na , na , na , na , na ,111098,18148,15175,45343,19773,16753,4467,3767,2108,307,1245,24756,17604,5623,4284,6941,1102,1695,4424,2444,5718,3360,26413,3770,34508,7381,7163
1995,Oct, na , na , na , na , na , na , na ,87540,18301,17825,40464,23076,16989,4778,3699,845,262,1000,27956,19090,6928,3727,6779,1319,2002,5531,1897,6969,3511,33019,4974,33453,5428,7153
1995,Nov, na , na , na , na , na , na , na ,103551,19353,19924,32443,27753,14733,5380,4078,837,226,958,26406,18290,5697,3284,5907,1241,1625,5646,2422,7988,4152,29697,5572,29211,4598,7199
1995,Dec, na , na , na , na , na , na , na ,97791,24726,21046,35991,33834,16662,4219,5366,1220,267,1101,22325,12860,5189,3087,4961,1653,1324,4419,1585,7161,4057,29580,5905,28681,5225,9880
1996,Jan,4600,75854,47953,10594,16996,1536, na ,105750,15868,19510,36473,57136,14707,4171,3638,852,150,879,24826,16463,4986,3862,5276,1114,1375,4755,1928,8406,5520,33675,6300,33004,5216,8365
1996,Feb,5207,98406,57795,10397,15892,1345, na ,84686,32198,18351,55018,32462,12537,2799,3003,825,471,693,25563,17082,7467,3041,5019,900,1513,4789,2094,8014,4136,30853,6215,21396,3645,4445
1996,Mar,4290,75483,55908,13487,23085,1605, na ,122188,21981,20888,42580,42380,15635,4249,4034,832,281,1081,29122,21450,7025,3324,5662,1039,1734,5195,2117,8993,3908,34876,6922,28934,4881,6954
1996,Apr,4063,73102,57477,15889,31643,1467, na ,80078,26255,18288,46446,26761,17905,3903,4996,1325,383,1260,27421,17526,7645,2646,5213,994,1712,5266,1810,7067,3895,30082,4828,25767,5551,7386
1996,May,5266,72856,60156,14858,23901,1681, na ,78901,18752,26045,40295,27975,21722,3381,3700,708,226,787,20758,13524,5859,2844,4861,919,1295,4435,1391,4847,3885,28492,4341,25775,5325,5698
1996,Jun,4543,106646,64730,11724,18922,1969, na ,91658,24476,11006,42114,22244,20141,4480,3697,706,292,1102,20122,10746,5188,2730,4760,1261,1319,3953,1251,6082,3584,32088,4571,29769,6303,5407
1996,Jul,5358,110503,55219,11684,20151,1954, na ,99010,28195,17949,55703,31934,17268,5458,3896,3012,625,3246,24253,12833,6956,3723,6749,1639,1999,5086,1930,7801,3871,31229,5535,33270,7046,6512
1996,Aug,6245,82822,56621,11997,19165,2126, na ,114635,37623,17662,57162,37145,16020,4038,3744,4568,685,3235,28483,13530,8287,6692,5781,1768,1918,4140,2096,5588,3832,29037,5544,28349,6544,6389
1996,Sep,4597,75232,52026,12566,16500,2350, na ,103706,18581,15127,34036,19266,15872,3493,3575,1421,243,1216,25320,15133,5680,3482,5786,838,1692,4418,1592,5727,3361,27605,4011,33247,7181,6736
1996,Oct,4079,86438,56312,13157,26526,1825, na ,88760,21742,18084,38828,25995,18674,3487,3562,870,208,944,29589,19584,5959,3265,6135,1172,1858,6326,2114,7743,3480,32914,5323,34093,5577,6875
1996,Nov,5083,82048,60006,13209,16730,1907, na ,98198,19259,21241,40827,27947,17083,2997,3635,749,265,869,30458,18668,5716,3225,5696,1005,1689,6583,2735,8726,4569,32954,6133,28433,4957,5969
1996,Dec,9864,123879,76733,14619,23054,2160, na ,104291,23599,22526,38958,33228,16593,3475,4918,1035,363,1190,26594,14097,5905,3065,5132,1223,2050,5706,1975,7931,4367,30199,5851,29556,5495,8880
1997,Jan,4741,86930,51168,11778,17482,1709,2102,101222,15974,22226,32880,51670,16077,2701,3553,661,161,893,28846,14742,5483,3671,5456,1023,1751,5102,1964,9438,5266,34682,6356,35033,5411,6728
1997,Feb,4350,122961,60067,10946,17079,1976,1925,94814,30591,20102,54677,30742,13001,2307,2901,945,336,860,29078,15246,5259,2679,4880,737,1966,4762,2032,8586,4490,30436,5934,24058,3441,4156
1997,Mar,3739,90223,54780,16024,20685,1792,2378,115936,26423,19995,42163,37501,17075,3804,3691,922,263,997,37596,19555,6319,3147,5417,1045,1818,5224,2100,9355,4402,36114,6372,29883,5005,6657
1997,Apr,3969,88338,59677,15666,29631,1823,2640,81059,19824,20813,44600,19877,18352,2953,4333,1439,329,1115,30933,18185,6705,2929,4996,982,1685,5092,1893,7403,3667,32040,4960,26843,6013,5762
1997,May,5509,83521,65487,16418,22094,1649,2582,74525,18489,27195,44301,20632,25832,3301,3801,637,193,772,24766,14618,5886,2937,4790,925,1594,4146,1333,5968,3552,30916,4722,30443,5699,4823
1997,Jun,4842,111073,59035,13033,17245,2153,2605,88117,19497,19459,51044,19279,21988,3833,3573,879,374,1292,21880,11112,5610,3154,4570,1138,1621,3554,1010,7108,3902,33941,4595,33361,7013,4907
1997,Jul,5896,143679,56137,13902,17195,2162,2257,103095,24406,15101,59691,26850,20394,4495,3784,3320,919,2738,25651,12199,7456,3692,6677,1240,2307,4626,1645,8087,3519,31365,5077,37140,7799,6263
1997,Aug,6119,91044,52493,12757,13662,2203,2306,109875,34052,20025,48729,32187,19021,3851,4501,3030,1187,2764,28989,13719,8854,7193,5668,1603,2161,3729,1629,5976,3068,29273,5261,32763,6999,5906
1997,Sep,4315,85196,58419,13253,13398,1996,2414,98260,18212,14094,37371,17260,17761,3445,3949,922,309,1045,25188,13194,5952,3700,5505,1062,1857,3935,1431,5794,3143,27835,3847,38277,6940,5930
1997,Oct,3845,79811,51022,13337,13863,1876,2507,65169,14155,16586,24198,13624,20540,3296,3733,617,213,730,25982,12420,5362,2837,5155,972,1936,3883,1366,6819,3107,29011,4110,33473,5700,5566
1997,Nov,5331,86661,52918,13791,12736,1903,2595,80014,17991,18598,26745,18583,17872,3109,3953,735,201,859,28772,13160,5277,2833,5057,1017,1775,4596,1319,7492,3979,31604,5462,29428,4724,5677
1997,Dec,8498,102105,60839,14552,15247,2262,2923,81950,25219,20918,33381,10230,18699,3679,5365,891,270,1138,25475,11395,5439,2663,4981,1222,1519,4331,1156,7169,4690,29196,5831,30760,5628,8242
1998,Jan,4243,76199,43368,11731,12183,1947,1301,67732,22846,24498,37008,5425,17096,2677,3727,910,228,850,28052,12081,5707,3253,5124,961,1551,4317,1270,8213,5409,28848,5985,35837,5610,6833
1998,Feb,3949,64388,45077,11310,13390,1435,1392,64790,21957,23345,41068,4902,16694,3295,3589,990,281,822,32740,13531,7865,3148,5190,880,1490,4198,1492,8500,3933,30432,5380,28867,4069,5158
1998,Mar,5660,63396,44830,12981,15029,1884,1773,80598,24235,21438,25321,5479,17510,3051,4215,993,184,1115,34719,15249,6780,3541,5054,1524,2322,4311,1567,8403,3948,33056,5930,33050,4488,6457
1998,Apr,4981,59552,44793,14996,17979,1850,1813,54096,28389,20174,27173,5797,19397,2445,5080,1685,347,1207,32177,16371,7338,2977,4619,989,1910,4529,1812,7156,3251,27264,4725,33725,6505,7114
1998,May,4971,121760,49151,14987,17320,1708,1777,56948,19515,23233,30579,6294,27516,3085,3946,703,188,875,25235,11978,6309,2812,4798,775,1402,3336,1383,5343,3076,30196,4770,34649,6875,5187
1998,Jun,4713,77611,43702,12061,14562,2021,1485,65582,21328,20735,33537,6441,23374,3182,3634,1186,285,1288,22208,9134,4639,2482,3668,962,1241,2493,776,5157,3271,28239,3965,34608,7116,5534
1998,Jul,5133,79119,41413,11130,15094,1928,1369,85403,26338,30318,32648,8611,20872,3688,4265,5303,1582,3659,26971,11019,6512,3384,5669,1098,1934,4264,1351,6584,3161,28157,4789,40049,9849,6896
1998,Aug,3717,76256,38710,11293,14463,2212,1477,90011,30615,30923,37063,10073,18431,3123,5276,4534,1713,3746,33194,13756,8982,6950,5265,1894,1901,3295,1730,5223,3179,26333,4809,36162,8134,7239
1998,Sep,4055,63871,43272,10863,14238,1715,1390,80645,17543,18523,21404,8791,19889,2429,4436,1111,495,1304,27971,13437,4696,3151,4457,985,1422,3244,1126,4808,2483,23019,4306,39610,9830,6101
1998,Oct,3929,73537,38392,11221,16628,1874,1564,58112,21358,22143,22512,11286,22960,2544,4347,1017,232,992,31285,15213,5315,3127,5371,1036,1614,4814,1716,7443,2790,27087,5478,41035,7814,6554
1998,Nov,5165,73958,38597,11423,14128,2048,1265,64603,17287,27121,26326,13125,18623,2554,4411,982,218,972,32575,15685,5653,2948,5453,1115,1815,5207,2026,7877,3534,30509,7252,34034,5817,7123
1998,Dec,8954,100071,48264,11681,18993,2051,1856,75193,21692,30831,27721,13035,21321,2794,6192,933,202,1447,30812,11752,5878,3023,5405,1329,1558,4246,1331,7934,4012,29493,6877,35602,5467,8943
1999,Jan,4629,114115,37231,10616,15062,1658,1380,69791,14612,33918,26301,17221,18325,2093,3998,1355,412,1370,30889,13473,5516,5253,5620,1355,1438,4513,1730,9042,4933,30107,7170,43320,6361,7368
1999,Feb,3560,73732,36404,10169,14539,2168,1387,61360,27059,48084,28430,14950,17054,2425,3916,640,168,881,35283,13792,6198,3285,5273,810,1414,4284,1528,8295,3277,26527,7021,28788,4029,5741
1999,Mar,4189,87192,40066,14478,18413,1839,1656,84930,19209,27406,21419,16436,19968,2950,4827,1634,418,1469,40521,18143,6935,3732,5596,1033,1648,4807,1589,8974,3533,34533,9431,39232,5587,7785
1999,Apr,5092,78634,40327,15045,25438,1994,1715,52417,21430,29115,24304,15332,22968,2908,6254,849,213,1049,33589,15209,6645,2546,4591,939,1690,4084,1441,6731,3350,25897,5801,35194,6400,7963
1999,May,4831,122691,48918,16309,21066,2131,1591,56751,16900,29293,21435,18961,32145,3042,4698,943,152,1011,24425,12274,4923,2292,4317,748,1335,3307,1002,4563,3123,26598,4945,34752,6862,5892
1999,Jun,4922,125112,43084,14790,18133,2218,1901,65468,19869,24324,28590,16872,28785,3152,4664,2654,301,1562,24007,10499,4801,2523,3875,874,1155,2703,905,5424,2638,32718,4294,38786,9052,6891
1999,Jul,4423,108181,41136,12806,20363,2811,1566,74359,28532,32351,36294,21775,23973,4388,5413,7018,1890,3707,31412,12533,6478,3689,6034,1238,2083,4079,1456,7738,3427,30227,5080,44827,10520,8017
1999,Aug,5150,91673,38867,12806,17500,2856,1641,94967,30325,32085,33295,23531,21432,3853,6106,4339,2422,4015,38247,12825,8530,8601,6125,2073,1766,3387,1590,5422,3123,29348,5495,40588,7625,8258
1999,Sep,4366,86055,43747,13296,18338,2166,1725,83864,19206,22004,23942,17294,22880,2990,4754,1132,520,1417,34068,13483,4886,3425,5491,1009,1641,3283,1210,5117,3040,25606,4445,47127,10205,7625
1999,Oct,4049,100043,43272,14594,24510,2410,2009,67930,21613,26703,21454,25851,28210,2794,4877,960,232,1170,39333,16932,6875,3235,6624,996,2126,4980,1527,7701,3842,31212,6179,44438,8550,8041
1999,Nov,4945,91174,43396,13449,16878,2403,1669,76513,19639,34123,27071,29368,25938,2718,4517,795,228,1108,42012,16364,6913,2872,6191,1029,2036,4582,1603,8700,4048,29553,6377,34352,6288,7575
1999,Dec,7144,131422,52751,13574,19235,2127,1906,72312,21639,33475,24967,24635,26705,2951,6077,790,181,1485,27688,12329,5349,2361,4928,1240,1625,3836,1144,6687,4500,29133,6291,34663,5178,9001
2000,Jan,4138,149528,41261,11809,15792,1698,1479,72131,16288,38887,19329,32621,22301,2598,4136,1441,549,1445,33617,15655,5683,4012,6145,1179,1802,4174,1537,8436,5499,29748,6544,42006,5728,7756
2000,Feb,3538,88342,42072,13111,16981,3073,1525,71245,28265,45148,30528,28932,21597,2944,4256,680,205,958,40845,15951,7644,3335,6464,839,1875,4588,1664,9493,4298,33919,7412,30932,4447,6035
2000,Mar,3628,102620,43849,16490,22217,2457,1790,91844,21513,30644,22934,30682,23847,2950,4531,1754,406,1577,42812,16300,6592,3137,6453,908,1881,4090,1614,9274,4271,36707,7808,37471,5390,8769
2000,Apr,5527,100059,47993,19269,29985,2830,1971,60540,29308,36511,27737,27237,29317,3293,7335,760,233,1361,40303,16067,6714,3143,5492,745,1929,4519,1656,7870,3615,29099,5610,41391,7992,10398
2000,May,4586,91843,48783,18790,21959,2246,1831,62152,20822,37934,23635,30739,43879,3199,4939,734,180,1115,27903,12535,5207,2565,4978,800,1445,3547,1196,5087,3240,30033,4919,38100,7703,7569
2000,Jun,5533,105539,48426,14706,21446,3251,2062,67977,22011,30706,26582,25318,38287,3597,5121,3122,451,1670,26517,10815,4839,2540,4931,881,1393,2995,969,6294,3269,32944,4479,41563,8765,7508
2000,Jul,5448,128207,43423,13936,20357,2978,1669,84634,30218,36148,35570,32960,28127,5159,5171,7175,2029,4001,34664,11990,7282,3438,7986,1294,2422,4301,1464,8256,3726,34455,5430,48583,11535,9129
